Year,DetailLevel,ReportNetProfit,ProfitFactor,DrawdownRelPct,TotalTrades,GoldReturnPct,GoldRangePct,Notes
2019,report_only,-548.21,0.65,7.29,97,18.58119964748364,22.6780324595815,Detailed lifecycle logs are not present for 2019; only report-level analysis is possible.
