Time,Ticket,SignalID,Pattern,Direction,Stage,EventType,EventReason,Detail,EntryPrice,RequestedEntryPrice,ExecutedEntryPrice,EventPrice,OldSL,NewSL,OriginalSL,OriginalTP1,TP2,RiskDistance,RiskMoney,OriginalLots,RemainingLots,CloseLots,EventPnL,PartialRealizedPnL,TotalRealizedPnL,CurrentR,MAE_R,MFE_R,AtBreakeven,TP0Closed,TP1Closed,TP2Closed,PartialCloseCount,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,MaxLockedR,Regime,Session,EngineName,EngineMode,DayType,BETime,ExitRequestTime,ExitRequestReason,ExitRequestPrice,RunnerExitMode,RunnerPromotedInTrade,RunnerPromotionTime,TrailSendPolicy,LastTrailGateReason,EffectiveChandelierMult,LiveChandelierMult,EntryLockedChandelierMult,LastBrokerTrailTime
2020.01.02 14:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,ENTRY_OPENED,Bullish Pin Bar (Confirmed),risk=$73.24 | requested=1522.08 | fill=1522.08,1522.08,1522.08,1522.08,1522.08,1515.27,1515.27,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NO,NO,NO,NO,0,0,0,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
2020.01.02 14:15:40,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=1516.52 (ATRx3.0),,1522.08,1522.08,1522.08,1522.73,1515.27,1516.52,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.07,0.10,NO,NO,NO,NO,0,1,0,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.50,
2020.01.02 14:15:40,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=1516.52 (ATRx3.0),1522.08,1522.08,1522.08,1522.73,1515.27,1516.52,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.10,0.00,0.00,0.00,0.00,0.10,0.07,0.10,NO,NO,NO,NO,0,1,1,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.50,2020.01.02 14:15
2020.01.02 15:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=1518.43 (ATRx3.0),,1522.08,1522.08,1522.08,1523.14,1516.52,1518.43,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.10,0.00,0.00,0.00,0.00,0.16,0.07,0.24,NO,NO,NO,NO,0,2,1,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.50,2020.01.02 14:15
2020.01.02 15:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=1518.43 (ATRx3.0),1522.08,1522.08,1522.08,1523.14,1516.52,1518.43,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.10,0.00,0.00,0.00,0.00,0.16,0.07,0.24,NO,NO,NO,NO,0,2,2,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.50,2020.01.02 15:00
2020.01.02 15:51:40,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TP0_PARTIAL,TP0,,1522.08,1522.08,1522.08,1527.23,1518.43,1518.43,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.09,0.01,5.12,5.12,5.12,0.76,0.07,0.76,NO,YES,NO,NO,1,2,2,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.50,2020.01.02 15:00
2020.01.02 16:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_INTERNAL,Chandelier Trail: SL=1521.66 (ATRx3.5),,1522.08,1522.08,1522.08,1528.09,1518.43,1521.66,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.09,0.00,0.00,5.12,5.12,0.88,0.07,1.03,NO,YES,NO,NO,1,3,2,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2020.01.02 15:00
2020.01.02 16:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=1521.66 (ATRx3.5),1522.08,1522.08,1522.08,1528.09,1518.43,1521.66,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.09,0.00,0.00,5.12,5.12,0.88,0.07,1.03,NO,YES,NO,NO,1,3,3,0,0.00,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2020.01.02 16:00
2020.01.02 17:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_INTERNAL,Chandelier Trail: SL=1522.88 (ATRx3.5),,1522.08,1522.08,1522.08,1526.37,1521.66,1522.88,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.09,0.00,0.00,5.12,5.12,0.63,0.07,1.25,NO,YES,NO,NO,1,4,3,0,0.12,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2020.01.02 16:00
2020.01.02 17:00:00,2,2020.01.02 13:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=1522.88 (ATRx3.5),1522.08,1522.08,1522.08,1526.37,1521.66,1522.88,1515.27,1543.45,1559.49,6.81,73.24,0.10,0.09,0.00,0.00,5.12,5.12,0.63,0.07,1.25,NO,YES,NO,NO,1,4,4,0,0.12,TRENDING,LONDON,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.50,2020.01.02 17:00
