Time,Ticket,SignalID,Pattern,Direction,Stage,EventType,EventReason,Detail,EntryPrice,RequestedEntryPrice,ExecutedEntryPrice,EventPrice,OldSL,NewSL,OriginalSL,OriginalTP1,TP2,RiskDistance,RiskMoney,OriginalLots,RemainingLots,CloseLots,EventPnL,PartialRealizedPnL,TotalRealizedPnL,CurrentR,MAE_R,MFE_R,AtBreakeven,TP0Closed,TP1Closed,TP2Closed,PartialCloseCount,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,MaxLockedR,Regime,Session,EngineName,EngineMode,DayType,BETime,ExitRequestTime,ExitRequestReason,ExitRequestPrice,RunnerExitMode,RunnerPromotedInTrade,RunnerPromotionTime,TrailSendPolicy,LastTrailGateReason,EffectiveChandelierMult,LiveChandelierMult,EntryLockedChandelierMult,LastBrokerTrailTime
2024.01.02 06:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,ENTRY_OPENED,Bullish Pin Bar (Confirmed),risk=$58.59 | requested=2069.76 | fill=2069.76,2069.76,2069.76,2069.76,2069.76,2059.70,2059.70,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NO,NO,NO,NO,0,0,0,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2024.01.02 08:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2063.99 (ATRx3.0),,2069.76,2069.76,2069.76,2074.70,2059.70,2063.99,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.49,0.08,0.50,NO,NO,NO,NO,0,1,0,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2024.01.02 08:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2063.99 (ATRx3.0),2069.76,2069.76,2069.76,2074.70,2059.70,2063.99,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.49,0.08,0.50,NO,NO,NO,NO,0,1,1,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 08:00
2024.01.02 09:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2066.09 (ATRx3.0),,2069.76,2069.76,2069.76,2074.17,2063.99,2066.09,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.44,0.08,0.69,NO,NO,NO,NO,0,2,1,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 08:00
2024.01.02 09:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2066.09 (ATRx3.0),2069.76,2069.76,2069.76,2074.17,2063.99,2066.09,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.44,0.08,0.69,NO,NO,NO,NO,0,2,2,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 09:00
2024.01.02 11:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2066.73 (ATRx3.0),,2069.76,2069.76,2069.76,2073.32,2066.09,2066.73,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.35,0.08,0.69,NO,NO,NO,NO,0,3,2,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 09:00
2024.01.02 11:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2066.73 (ATRx3.0),2069.76,2069.76,2069.76,2073.32,2066.09,2066.73,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.05,0.00,0.00,0.00,0.00,0.35,0.08,0.69,NO,NO,NO,NO,0,3,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 11:00
2024.01.02 11:35:20,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TP0_PARTIAL,TP0,,2069.76,2069.76,2069.76,2076.88,2066.73,2066.73,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.04,0.01,7.09,7.09,7.09,0.71,0.08,0.71,NO,YES,NO,NO,1,3,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 11:00
2024.01.02 12:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_INTERNAL,Chandelier Trail: SL=2068.49 (ATRx3.0),,2069.76,2069.76,2069.76,2077.07,2066.73,2068.49,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.04,0.00,0.00,7.09,7.09,0.73,0.08,0.90,NO,YES,NO,NO,1,4,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 11:00
2024.01.02 12:00:00,2,2024.01.02 05:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2068.49 (ATRx3.0),2069.76,2069.76,2069.76,2077.07,2066.73,2068.49,2059.70,2083.13,2093.15,10.06,58.59,0.05,0.04,0.00,0.00,7.09,7.09,0.73,0.08,0.90,NO,YES,NO,NO,1,4,4,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2024.01.02 12:00
