Time,Ticket,SignalID,Pattern,Direction,Stage,EventType,EventReason,Detail,EntryPrice,RequestedEntryPrice,ExecutedEntryPrice,EventPrice,OldSL,NewSL,OriginalSL,OriginalTP1,TP2,RiskDistance,RiskMoney,OriginalLots,RemainingLots,CloseLots,EventPnL,PartialRealizedPnL,TotalRealizedPnL,CurrentR,MAE_R,MFE_R,AtBreakeven,TP0Closed,TP1Closed,TP2Closed,PartialCloseCount,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,MaxLockedR,Regime,Session,EngineName,EngineMode,DayType,BETime,ExitRequestTime,ExitRequestReason,ExitRequestPrice,RunnerExitMode,RunnerPromotedInTrade,RunnerPromotionTime,TrailSendPolicy,LastTrailGateReason,EffectiveChandelierMult,LiveChandelierMult,EntryLockedChandelierMult,LastBrokerTrailTime
2025.01.02 08:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,ENTRY_OPENED,Bullish Pin Bar (Confirmed),risk=$73.24 | requested=2634.15 | fill=2634.15,2634.15,2634.15,2634.15,2634.15,2623.61,2623.61,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NO,NO,NO,NO,0,0,0,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2025.01.02 09:06:20,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2624.28 (ATRx3.0),,2634.15,2634.15,2634.15,2635.11,2623.61,2624.28,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.09,0.26,0.12,NO,NO,NO,NO,0,1,0,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2025.01.02 09:06:20,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2624.28 (ATRx3.0),2634.15,2634.15,2634.15,2635.11,2623.61,2624.28,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.09,0.26,0.12,NO,NO,NO,NO,0,1,1,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 09:06
2025.01.02 11:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2625.59 (ATRx3.0),,2634.15,2634.15,2634.15,2636.51,2624.28,2625.59,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.22,0.28,0.34,NO,NO,NO,NO,0,2,1,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 09:06
2025.01.02 11:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2625.59 (ATRx3.0),2634.15,2634.15,2634.15,2636.51,2624.28,2625.59,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.22,0.28,0.34,NO,NO,NO,NO,0,2,2,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 11:00
2025.01.02 12:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=2627.97 (ATRx3.0),,2634.15,2634.15,2634.15,2636.11,2625.59,2627.97,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.19,0.28,0.56,NO,NO,NO,NO,0,3,2,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 11:00
2025.01.02 12:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2627.97 (ATRx3.0),2634.15,2634.15,2634.15,2636.11,2625.59,2627.97,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.06,0.00,0.00,0.00,0.00,0.19,0.28,0.56,NO,NO,NO,NO,0,3,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 12:00
2025.01.02 12:19:40,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TP0_PARTIAL,TP0,,2634.15,2634.15,2634.15,2643.84,2627.97,2627.97,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.05,0.01,9.66,9.66,9.66,0.92,0.28,0.92,NO,YES,NO,NO,1,3,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 12:00
2025.01.02 13:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_INTERNAL,Chandelier Trail: SL=2631.93 (ATRx3.0),,2634.15,2634.15,2634.15,2642.77,2627.97,2631.93,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.05,0.00,0.00,9.66,9.66,0.82,0.28,1.15,NO,YES,NO,NO,1,4,3,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 12:00
2025.01.02 13:00:00,2,2025.01.02 07:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,TP0_HIT,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=2631.93 (ATRx3.0),2634.15,2634.15,2634.15,2642.77,2627.97,2631.93,2623.61,2659.60,2678.69,10.54,73.24,0.06,0.05,0.00,0.00,9.66,9.66,0.82,0.28,1.15,NO,YES,NO,NO,1,4,4,0,0.00,TRENDING,ASIA,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2025.01.02 13:00
