Time,Ticket,SignalID,Pattern,Direction,Stage,EventType,EventReason,Detail,EntryPrice,RequestedEntryPrice,ExecutedEntryPrice,EventPrice,OldSL,NewSL,OriginalSL,OriginalTP1,TP2,RiskDistance,RiskMoney,OriginalLots,RemainingLots,CloseLots,EventPnL,PartialRealizedPnL,TotalRealizedPnL,CurrentR,MAE_R,MFE_R,AtBreakeven,TP0Closed,TP1Closed,TP2Closed,PartialCloseCount,TrailInternalUpdates,TrailBrokerUpdates,TrailBrokerFailures,MaxLockedR,Regime,Session,EngineName,EngineMode,DayType,BETime,ExitRequestTime,ExitRequestReason,ExitRequestPrice,RunnerExitMode,RunnerPromotedInTrade,RunnerPromotionTime,TrailSendPolicy,LastTrailGateReason,EffectiveChandelierMult,LiveChandelierMult,EntryLockedChandelierMult,LastBrokerTrailTime
2026.01.05 17:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,ENTRY_OPENED,Bullish Pin Bar (Confirmed),risk=$73.24 | requested=4436.84 | fill=4436.84,4436.84,4436.84,4436.84,4436.84,4395.75,4395.75,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NO,NO,NO,NO,0,0,0,0,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2026.01.05 18:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=4411.00 (ATRx3.0),,4436.84,4436.84,4436.84,4448.58,4395.75,4411.00,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.29,0.03,0.46,NO,NO,NO,NO,0,1,0,0,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.00,3.00,3.00,
2026.01.05 18:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=4411.00 (ATRx3.0),4436.84,4436.84,4436.84,4448.58,4395.75,4411.00,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.29,0.03,0.46,NO,NO,NO,NO,0,1,1,0,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2026.01.05 18:00
2026.01.06 01:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=4412.09 (ATRx3.0),,4436.84,4436.84,4436.84,4448.18,4411.00,4412.09,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.28,0.11,0.46,NO,NO,NO,NO,0,2,1,0,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2026.01.05 18:00
2026.01.06 01:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_FAIL,EVERY_UPDATE,Market closed,4436.84,4436.84,4436.84,4448.18,4411.00,4412.09,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.28,0.11,0.46,NO,NO,NO,NO,0,2,1,1,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2026.01.05 18:00
2026.01.06 02:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=4414.23 (ATRx3.0),,4436.84,4436.84,4436.84,4440.64,4412.09,4414.23,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.09,0.11,0.57,NO,NO,NO,NO,0,3,1,1,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2026.01.05 18:00
2026.01.06 02:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=4414.23 (ATRx3.0),4436.84,4436.84,4436.84,4440.64,4412.09,4414.23,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.09,0.11,0.57,NO,NO,NO,NO,0,3,2,1,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.00,3.00,3.00,2026.01.06 02:00
2026.01.06 05:00:00,3,2026.01.06 04:00|EngulfingEntry|LONG|2,Bullish Engulfing (Confirmed),LONG,INITIAL,ENTRY_OPENED,Bullish Engulfing (Confirmed),risk=$73.24 | requested=4455.04 | fill=4455.04,4455.04,4455.04,4455.04,4455.04,4427.58,4427.58,4427.58,4524.51,4576.62,27.46,73.24,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NO,NO,NO,NO,0,0,0,0,0.00,TRENDING,ASIA,EngulfingEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,,3.50,3.50,3.50,
2026.01.06 06:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_INTERNAL,Chandelier Trail: SL=4416.93 (ATRx3.5),,4436.84,4436.84,4436.84,4467.70,4414.23,4416.93,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.75,0.21,0.76,NO,NO,NO,NO,0,4,2,1,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.00,2026.01.06 02:00
2026.01.06 06:00:00,2,2026.01.05 16:00|PinBarEntry|LONG|1,Bullish Pin Bar (Confirmed),LONG,INITIAL,TRAIL_BROKER_OK,EVERY_UPDATE,Chandelier Trail: SL=4416.93 (ATRx3.5),4436.84,4436.84,4436.84,4467.70,4414.23,4416.93,4395.75,4536.07,4610.50,41.09,73.24,0.01,0.01,0.00,0.00,0.00,0.00,0.75,0.21,0.76,NO,NO,NO,NO,0,4,3,1,0.00,TRENDING,NEWYORK,PinBarEntry,MODE_NONE,DAY_TREND,,,,0.00,RUNNER_EXIT_STANDARD,NO,,TRAIL_SEND_EVERY_UPDATE,EVERY_UPDATE,3.50,3.50,3.00,2026.01.06 06:00
